date,run,weekly,Total,bike,weekly,total,swim,weekly,total,total,description,,,,,,points,Points,,,,
5/20/2013,5,17.7,391.7,,111.1,2121.7,,4600,137500,5,,35,5,,,,,,,,,
5/21/2013,,17.7,391.7,34,118.6,2155.7,3000,7600,140500,35.70454545,,34,,,,,,,,,,
5/22/2013,13,25.7,404.7,,118.6,2155.7,,7600,140500,13,,33,,,,,,,,,,
5/23/2013,,25.7,404.7,,34,2155.7,,7600,140500,0,,32,,,,,,,,,,
5/24/2013,,18,404.7,102,136,2257.7,,5600,140500,102,,31,,,,,,,,,,
5/25/2013,4.5,22.5,409.2,,136,2257.7,,3000,140500,4.5,,30,,,,,,,,,,
5/26/2013,,22.5,409.2,,136,2257.7,,3000,140500,0,,29,,,,,,,,,,
5/27/2013,,17.5,409.2,,136,2257.7,,3000,140500,0,,28,4,,,,,,,,,
5/28/2013,,17.5,409.2,28,130,2285.7,,0,140500,28,,27,,,,,,,,,,
5/29/2013,5.5,10,414.7,,130,2285.7,,0,140500,5.5,,26,,,,,,,,,,
5/30/2013,5,15,419.7,68,198,2353.7,,0,140500,73,,25,,,,,,,,,,
5/31/2013,,15,419.7,,96,2353.7,,0,140500,0,,24,,,,,,,,,,
6/1/2013,17,27.5,436.7,,96,2353.7,2500,2500,143000,18.42045455,,23,,,,,,,,,,
6/2/2013,,27.5,436.7,18,114,2371.7,,2500,143000,18,,22,,,,,,,,,,
6/3/2013,4,31.5,440.7,,114,2371.7,,2500,143000,4,,21,3,,,,,,,,,
6/4/2013,,31.5,440.7,28,114,2399.7,,2500,143000,28,,20,,,,,,,,,,
6/5/2013,,26,440.7,,114,2399.7,,2500,143000,0,,19,,,,,,,,,,
6/6/2013,2,23,442.7,16,62,2415.7,,2500,143000,18,,18,,,,,,,,,,
6/7/2013,,23,442.7,,62,2415.7,3200,5700,146200,1.818181818,,17,,,,,,,,,,
6/8/2013,14,20,456.7,,62,2415.7,,3200,146200,14,,16,,,,,,,,,,
6/9/2013,,20,456.7,18,62,2433.7,350,3550,146550,18.19886364,,15,,,,,,,,,,
6/10/2013,,16,456.7,,62,2433.7,,3550,146550,0,,14,2,,,,,,,,,
6/11/2013,1,17,457.7,29,63,2462.7,500,4050,147050,30.28409091,,13,,,,,,,,,,
6/12/2013,,17,457.7,,63,2462.7,,4050,147050,0,,12,,,,,,,,,,
6/13/2013,,15,457.7,31,78,2493.7,,4050,147050,31,,11,,,,,,,,,,
6/14/2013,5,20,462.7,,78,2493.7,2400,3250,149450,6.363636364,,10,,,,,,,,,,
6/15/2013,,6,462.7,2,80,2495.7,,3250,149450,2,,9,,,,,,,,,,
6/16/2013,8.8,14.8,471.5,,62,2495.7,,2900,149450,8.8,,8,,,,,,,,,,
6/17/2013,1,15.8,472.5,,62,2495.7,1500,4400,150950,1.852272727,,7,1,,,,,,,,,
6/18/2013,,14.8,472.5,20,53,2515.7,,3900,150950,20,,6,,,,,,,,,,
6/19/2013,,14.8,472.5,,53,2515.7,,3900,150950,0,,5,,,,,,,,,,
6/20/2013,2.5,17.3,475,,22,2515.7,,3900,150950,2.5,,4,,,,,,,,,,
6/21/2013,,12.3,475,10,32,2525.7,,1500,150950,10,,3,,,,,,,,,,
6/22/2013,,12.3,475,0.3,30.3,2526,600,2100,151550,0.6409090909,,2,,,,,,,,,,
6/23/2013,26.5,30,501.5,112,142.3,2638,4200,6300,155750,140.8863636,Ironman Coeur D'Alene 11:50:33,1,,,,,,,,,,
6/24/2013,,29,501.5,,142.3,2638,,4800,155750,0,,,,,,,,,,,,
6/25/2013,,29,501.5,,122.3,2638,,4800,155750,0,,,,,,,,,,,,
6/26/2013,,29,501.5,,122.3,2638,,4800,155750,0,,,,,,,,,,,,
6/27/2013,,26.5,501.5,3,125.3,2641,,4800,155750,3,,,,,,,,,,,,
6/28/2013,,26.5,501.5,,115.3,2641,,4800,155750,0,,,,,,,,,,,,
6/29/2013,,26.5,501.5,,115,2641,,4200,155750,0,,,,,,,,,,,,
6/30/2013,1.6,1.6,503.1,,3,2641,,0,155750,1.6,still QUITE sore,70,,,,,,,,,,
7/1/2013,,1.6,503.1,,3,2641,,0,155750,0,,69,,,,,,,,,,
7/2/2013,,1.6,503.1,3,6,2644,1200,1200,156950,3.681818182,,68,,,,,,,,,,
7/3/2013,3.5,5.1,506.6,,6,2644,,1200,156950,3.5,,67,,,,,,,,,,
7/4/2013,,5.1,506.6,28,31,2672,,1200,156950,28,,66,,,,,,,,,,
7/5/2013,,5.1,506.6,,31,2672,1500,2700,158450,0.8522727273,,65,,,,,,,,,,
7/6/2013,3.5,8.6,510.1,,31,2672,,2700,158450,3.5,,64,,,,,,,,,,
7/7/2013,,7,510.1,28,59,2700,,2700,158450,28,,63,,,,,,,,,,
7/8/2013,,7,510.1,,59,2700,,2700,158450,0,,62,,,,,,,,,,
7/9/2013,3.5,10.5,513.6,27,83,2727,,1500,158450,30.5,,61,,,,,,,,,,
7/10/2013,,7,513.6,,83,2727,,1500,158450,0,,60,,,,,,,,,,
7/11/2013,,7,513.6,28,129,2755,,1500,158450,28,,59,,,,,,,,,,
7/12/2013,,7,513.6,46,129,2801,,0,158450,46,,58,,,,,,,,,,
7/13/2013,,3.5,513.6,,129,2847,3000,3000,161450,47.70454545,,57,,,,,,,,,,
7/14/2013,,3.5,513.6,,101,2847,,3000,161450,0,,56,,,,,,,,,,
7/15/2013,7,10.5,520.6,,101,2847,,3000,161450,7,,55,,,,,,,,,,
7/16/2013,3,10,523.6,,74,2847,,3000,161450,3,6x50s hill repeats,54,,,,,,,,,,
7/17/2013,,10,523.6,17.5,91.5,2864.5,,3000,161450,17.5,hour tempo,53,,,,,,,,,,
7/18/2013,7.5,17.5,531.1,28.5,92,2893,,3000,161450,36,4 mile tempo w/ cville tri,52,,,,,,,,,,
7/19/2013,,17.5,531.1,,46,2893,1000,4000,162450,0.5681818182,,51,,,,,,,,,,
7/20/2013,3.5,21,534.6,,46,2893,,1000,162450,3.5,,50,,,,,,,,,,
7/21/2013,,21,534.6,,46,2893,,1000,162450,0,,49,,,,,,,,,,
7/22/2013,9.9,23.9,544.5,,46,2893,,1000,162450,9.9,,48,,,,,,,,,,
7/23/2013,,20.9,544.5,48,94,2941,,1000,162450,48,,47,,,,,,,,,,
7/24/2013,5.1,26,549.6,,76.5,2941,1600,2600,164050,6.009090909,,46,,,,,,,,,,
7/25/2013,,18.5,549.6,29,77,2970,,2600,164050,29,,45,,,,,,,,,,
7/26/2013,2.1,20.6,551.7,,77,2970,2300,3900,166350,3.406818182,open water swim,44,,,,,,,,,,
7/27/2013,,17.1,551.7,,77,2970,,3900,166350,0,,43,,,,,,,,,,
7/28/2013,5.1,22.2,556.8,64,141,3034,,3900,166350,69.1,,42,,,,,,,,,,
7/29/2013,,12.3,556.8,,141,3034,,3900,166350,0,15 min core workout,41,,,,,,,,,,
7/30/2013,,12.3,556.8,64,157,3098,2600,6500,168950,65.47727273,"3x300, 3x200, 3x100",40,,,,,,,,,,
7/31/2013,2.5,9.7,559.3,,157,3098,,4900,168950,2.5,,39,,,,,,,,,,
8/1/2013,4.6,14.3,563.9,,128,3098,,4900,168950,4.6,,38,,,,,,,,,,
8/2/2013,14,26.2,577.9,5,133,3103,2200,4800,171150,20.25,"run to walnut creek, OWS",37,NEW SHOES,,,,,,,,,
8/3/2013,,26.2,577.9,,133,3103,,4800,171150,0,,36,,,,,,,,,,
8/4/2013,,21.1,577.9,17,86,3120,,4800,171150,17,,35,,,,,,,,,,
8/5/2013,5.1,26.2,583,5,91,3125,,4800,171150,10.1,5x3min,34,,,,,,,,,,
8/6/2013,2.5,28.7,585.5,,27,3125,,2200,171150,2.5,,33,,,,,,,,,,
8/7/2013,,26.2,585.5,,27,3125,,2200,171150,0,,32,,,,,,,,,,
8/8/2013,,21.6,585.5,30,57,3155,,2200,171150,30,,31,,,,,,,,,,
8/9/2013,,7.6,585.5,18,70,3173,,0,171150,18,,30,,,,,,,,,,
8/10/2013,12,19.6,597.5,,70,3173,,0,171150,12,,29,,,,,,,,,,
8/11/2013,1.5,21.1,599,,53,3173,,0,171150,1.5,,28,,,,,,,,,,
8/12/2013,,16,599,,48,3173,1500,1500,172650,0.8522727273,,27,,,,,,,,,,
8/13/2013,,13.5,599,,48,3173,,1500,172650,0,,26,,,,,,,,,,
8/14/2013,,13.5,599,20,68,3193,,1500,172650,20,,25,,,,,,,,,,
8/15/2013,,13.5,599,68,106,3261,,1500,172650,68,,24,,,,,,,,,,
8/16/2013,5.1,18.6,604.1,,88,3261,,1500,172650,5.1,,23,,,,,,,,,,
8/17/2013,,6.6,604.1,,88,3261,,1500,172650,0,,22,,,,,,,,,,
8/18/2013,,5.1,604.1,,88,3261,,1500,172650,0,,21,,,,,,,,,,
8/19/2013,2.2,7.3,606.3,,88,3261,,0,172650,2.2,,20,,,,,,,,,,
8/20/2013,,7.3,606.3,30,118,3291,,0,172650,30,,19,,,,,,,,,,
8/21/2013,,7.3,606.3,,98,3291,,0,172650,0,,18,,,,,,,,,,
8/22/2013,,7.3,606.3,15,45,3306,2600,2600,175250,16.47727273,,17,,,,,,,,,,
8/23/2013,2.6,4.8,608.9,,45,3306,,2600,175250,2.6,,16,,,,,,,,,,
8/24/2013,3.5,8.3,612.4,,45,3306,,2600,175250,3.5,,15,,,,,,,,,,
8/25/2013,,8.3,612.4,28,73,3334,2400,5000,177650,29.36363636,,14,,,,,,,,,,
8/26/2013,,6.1,612.4,5,78,3339,,5000,177650,5,,13,,,,,,,,,,
8/27/2013,1,7.1,613.4,,48,3339,,5000,177650,1,,12,,,,,,,,,,
8/28/2013,6,13.1,619.4,,48,3339,,5000,177650,6,,11,,,,,,,,,,
8/29/2013,,13.1,619.4,29,62,3368,,2400,177650,29,,10,,,,,,,,,,
8/30/2013,,10.5,619.4,30,92,3398,,2400,177650,30,,9,,,,,,,,,,
8/31/2013,5,12,624.4,,92,3398,2500,4900,180150,6.420454545,,8,,,,,,,,,,
9/1/2013,,12,624.4,15,79,3413,,2500,180150,15,,7,,,,,,,,,,
9/2/2013,,12,624.4,,74,3413,2500,5000,182650,1.420454545,,6,,,,,,,,,,
9/3/2013,,11,624.4,,74,3413,,5000,182650,0,,5,,,,,,,,,,
9/4/2013,3,8,627.4,,74,3413,,5000,182650,3,,4,,,,,,,,,,
9/5/2013,,8,627.4,2,47,3415,,5000,182650,2,,3,,,,,,,,,,
9/6/2013,,8,627.4,6,23,3421,,5000,182650,6,,2,,,,,,,,,,
9/7/2013,,3,627.4,,23,3421,,2500,182650,0,,1,,,,,,,,,,
9/8/2013,,3,627.4,56,64,3477,4224,6724,186874,58.4,Ironman Wales,,,,,,,,,,,
9/9/2013,,3,627.4,,64,3477,,4224,186874,0,,,,,14008,,,,,,,
9/10/2013,,3,627.4,,64,3477,,4224,186874,0,,,,,,,,,,,,
9/11/2013,,0,627.4,,64,3477,,4224,186874,0,,,,,,,,,,,,
9/12/2013,1,1,628.4,,62,3477,,4224,186874,1,,,,,,,,,,,,
9/13/2013,,1,628.4,,56,3477,,4224,186874,0,,,,,,,,,,,,
9/14/2013,,1,628.4,,56,3477,,4224,186874,0,,,,,,,,,,,,
9/15/2013,,1,628.4,,0,3477,,0,186874,0,,,,,,,,,,,,
9/16/2013,,1,628.4,,0,3477,,0,186874,0,,,,,,,,,,,,
9/17/2013,,1,628.4,,0,3477,,0,186874,0,,,,,,,,,,,,
9/18/2013,1.5,2.5,628.4,,0,3477,,0,186874,0,,,,,,,,,,,,
9/19/2013,,1.5,628.4,,0,3477,,0,186874,0,,,,,,,,,,,,
9/20/2013,,1.5,628.4,,0,3477,,0,186874,0,,,,,,,,,,,,
9/21/2013,,1.5,629.9,,0,3477,,0,186874,1.5,,,,,,,,,,,,
9/22/2013,2,3.5,631.9,,0,3477,,0,186874,2,,,,,,,,,,,,
9/23/2013,,5.6,634,,0,3477,,0,186874,2.1,,,,,,,,,,,,
9/24/2013,2.1,5.6,636.1,,0,3477,,0,186874,2.1,,,,,,,,,,,,
9/25/2013,,4.1,636.1,,0,3477,,0,186874,0,,,,,,,,,,,,
9/26/2013,,4.1,636.1,,0,3477,,0,186874,0,,,,,,,,,,,,
9/27/2013,,5.6,636.1,,0,3477,,0,186874,0,,,,,,,,,,,,
9/28/2013,,4.1,636.1,,0,3477,,0,186874,0,,,,,,,,,,,,
9/29/2013,,2.1,636.1,,0,3477,,0,186874,0,,,,,,,,,,,,
9/30/2013,,2.1,636.1,,0,3477,,0,186874,0,,,,,,,,,,,,
10/1/2013,2.1,2.1,638.2,,0,3477,,0,186874,2.1,,,,,,,,,,,,
10/2/2013,2.2,4.3,640.4,,0,3477,,0,186874,2.2,,,,,,,,,,,,
10/3/2013,3.3,7.6,643.7,,0,3477,,0,186874,3.3,,,,,,,,,,,,
10/4/2013,,7.6,643.7,,0,3477,,0,186874,0,,,,,,,,,,,,
10/5/2013,,7.6,643.7,2,2,3479,,0,186874,2,,,,,,,,,,,,
10/6/2013,3.3,10.9,647,,2,3479,,0,186874,3.3,,,,,,,,,,,,
10/7/2013,2.1,13,649.1,,2,3479,,0,186874,2.1,,,,,,,,,,,,
10/8/2013,3.5,14.4,652.6,,2,3479,,0,186874,3.5,,,,,,,,,,,,
10/9/2013,,12.2,652.6,,2,3479,,0,186874,0,,,,,,,,,,,,
10/10/2013,3.2,12.1,655.8,,2,3479,,0,186874,3.2,,,,,,,,,,,,
10/11/2013,,12.1,655.8,,2,3479,,0,186874,0,,,,,,,,,,,,
10/12/2013,2.1,14.2,657.9,,0,3479,,0,186874,2.1,,,,,,,,,,,,
10/13/2013,2.1,13,660,,0,3479,,0,186874,2.1,,,,,,,,,,,,
10/14/2013,,10.9,660,,0,3479,,0,186874,0,,,,,,,,,,,,
10/15/2013,3,10.4,663,,0,3479,,0,186874,3,,,,,,,,,,,,
10/16/2013,4,14.4,667,,0,3479,,0,186874,4,,,,,,,,,,,,
10/17/2013,,11.2,667,,0,3479,,0,186874,0,,,,,,,,,,,,
10/18/2013,,11.2,667,,0,3479,,0,186874,0,,,,,,,,,,,,
10/19/2013,,9.1,667,,0,3479,,0,186874,0,,,,,,,,,,,,
10/20/2013,,7,667,8,8,3487,,0,186874,8,,,,,,,,,,,,
10/21/2013,,7,667,,8,3487,,0,186874,0,,,,,,,,,,,,
10/22/2013,,4,667,,8,3487,,0,186874,0,,,,,,,,,,,,
10/23/2013,4.3,4.3,671.3,,8,3487,,0,186874,4.3,,,,,,,,,,,,
10/24/2013,2.1,6.4,673.4,,8,3487,,0,186874,2.1,,,,,,,,,,,,
10/25/2013,,6.4,673.4,,8,3487,,0,186874,0,,,,,,,,,,,,
10/26/2013,,6.4,673.4,,8,3487,,0,186874,0,,,,,,,,,,,,
10/27/2013,4.5,10.9,677.9,,0,3487,,0,186874,4.5,,,,,,,,,,,,
10/28/2013,1,11.9,678.9,,0,3487,,0,186874,1,,,,,,,,,,,,
10/29/2013,2.1,14,681,,0,3487,,0,186874,2.1,,,,,,,,,,,,
10/30/2013,,9.7,681,,0,3487,,0,186874,0,,,,,,,,,,,,
10/31/2013,,7.6,681,,0,3487,,0,186874,0,,,,,,,,,,,,
11/1/2013,5.4,13,686.4,,0,3487,,0,186874,5.4,,,,,,,,,,,,
11/2/2013,,13,686.4,,0,3487,,0,186874,0,,,,,,,,,,,,
11/3/2013,,8.5,686.4,,0,3487,,0,186874,0,,,,,,,,,,,,
11/4/2013,,7.5,686.4,,0,3487,,0,186874,0,walk 4 miles,,,,,,,,,,,
11/5/2013,3.8,9.2,690.2,,0,3487,,0,186874,3.8,,,,,,,,,,,,
11/6/2013,,9.2,690.2,,0,3487,,0,186874,0,,,,,,,,,,,,
11/7/2013,2.4,11.6,692.6,,0,3487,,0,186874,2.4,,,,,,,,,,,,
11/8/2013,,6.2,692.6,,0,3487,,0,186874,0,,,,,,,,,,,,
11/9/2013,2.1,8.3,694.7,,0,3487,,0,186874,2.1,,,,,,,,,,,,
11/10/2013,1,9.3,695.7,,0,3487,,0,186874,1,,,,,,,,,,,,
11/11/2013,,9.3,695.7,,0,3487,,0,186874,0,9 miles up old rag,,,,,,,,,,,
11/12/2013,,5.5,695.7,,0,3487,,0,186874,0,,,,,,,,,,,,
11/13/2013,,5.5,695.7,,0,3487,,0,186874,0,,,,,,,,,,,,
11/14/2013,3.5,6.6,699.2,,0,3487,,0,186874,3.5,,,,,,,,,,,,
11/15/2013,,6.6,699.2,,0,3487,,0,186874,0,,,,,,,,,,,,
11/16/2013,1,5.5,700.2,,0,3487,,0,186874,1,,,,,,,,,,,,
11/17/2013,,4.5,700.2,,0,3487,,0,186874,0,,,,,,,,,,,,
11/18/2013,3.3,7.8,703.5,15,15,3502,,0,186874,18.3,,,,,,,,,,,,
11/19/2013,3,10.8,706.5,,15,3502,,0,186874,3,,,,,,,,,,,,
11/20/2013,,10.8,706.5,,15,3502,,0,186874,0,,,,,,,,,,,,
11/21/2013,3.4,10.7,709.9,,15,3502,,0,186874,3.4,,,,,,,,,,,,
11/22/2013,,10.7,709.9,,15,3502,,0,186874,0,,,,,,,,,,,,
11/23/2013,,9.7,709.9,,15,3502,,0,186874,0,,,,,,,,,,,,
11/24/2013,,9.7,709.9,,15,3502,,0,186874,0,,,,,,,,,,,,
11/25/2013,4.5,10.9,714.4,,0,3502,,0,186874,4.5,,,,,,,,,,,,
11/26/2013,,7.9,714.4,,0,3502,,0,186874,0,,,,,,,,,,,,
11/27/2013,,7.9,714.4,,0,3502,,0,186874,0,,,,,,,,,,,,
11/28/2013,2.4,6.9,716.8,,0,3502,,0,186874,2.4,,,,,,,,,,,,
11/29/2013,4.1,11,720.9,,0,3502,,0,186874,4.1,,,,,,,,,,,,
11/30/2013,,11,720.9,,0,3502,,0,186874,0,,,,,,,,,,,,
12/1/2013,2.9,13.9,723.8,,0,3502,,0,186874,2.9,,,,,,,,,,,,
12/2/2013,1,10.4,724.8,,0,3502,,0,186874,1,,,,,,,,,,,,
12/3/2013,1.7,12.1,726.5,,0,3502,,0,186874,1.7,,,,,,,,,,,,
12/4/2013,2.9,15,729.4,,0,3502,,0,186874,2.9,,,,,,,,,,,,
12/5/2013,1.5,14.1,730.9,,0,3502,,0,186874,1.5,,,,,,,,,,,,
12/6/2013,1.4,11.4,732.3,,0,3502,,0,186874,1.4,,,,,,,,,,,,
12/7/2013,3.5,14.9,735.8,,0,3502,,0,186874,3.5,,,,,,,,,,,,
12/8/2013,1.9,13.9,737.7,,0,3502,,0,186874,1.9,,,,,,,,,,,,
12/9/2013,1.9,14.8,739.6,,0,3502,,0,186874,1.9,,,,,,,,,,,,
12/10/2013,3.5,16.6,743.1,,0,3502,,0,186874,3.5,,,,,,,,,,,,
12/11/2013,1.5,15.2,744.6,,0,3502,,0,186874,1.5,,,,,,,,,,,,
12/12/2013,2.1,15.8,746.7,,0,3502,,0,186874,2.1,,,,,,,,,,,,
12/13/2013,1,15.4,747.7,,0,3502,,0,186874,1,,,,,,,,,,,,
12/14/2013,2.1,14,749.8,,0,3502,,0,186874,2.1,,0.06956558965,,,,,,,,,,
12/15/2013,1.7,13.8,751.5,,0,3502,,0,186874,1.7,,,,,,,,,,,,
12/16/2013,2,13.9,753.5,,0,3502,,0,186874,2,,,,,,,,,,,,
12/17/2013,1,11.4,754.5,,0,3502,,0,186874,1,,,,,,,,,,,,
12/18/2013,3.5,13.4,758,,0,3502,,0,186874,3.5,,,,,,,,,,,,
12/19/2013,2.7,14,760.7,,0,3502,,0,186874,2.7,,,,,,,,,,,,
12/20/2013,1,14,761.7,,0,3502,,0,186874,1,,,,,,,,,,,,
12/21/2013,3,14.9,764.7,,0,3502,,0,186874,3,,,,,,,,,,,,
12/22/2013,2.1,15.3,766.8,,0,3502,,0,186874,2.1,,,,,,,,,,,,
12/23/2013,1,14.3,767.8,,0,3502,,0,186874,1,,,,,,,,,,,,
12/24/2013,3.8,17.1,771.6,,0,3502,,0,186874,3.8,,,,,,,,,,,,
12/25/2013,1.8,15.4,773.4,,0,3502,,0,186874,1.8,,,,,,,,,,,,
12/26/2013,1,13.7,774.4,,0,3502,,0,186874,1,,,,,,,,,,,,
12/27/2013,3.5,16.2,777.9,,0,3502,,0,186874,3.5,,,,,,,,,,,,
12/28/2013,1,14.2,778.9,,0,3502,,0,186874,1,,,,,,,,,,,,
12/29/2013,1,13.1,779.9,,0,3502,,0,186874,1,,,,,,,,,,,,
12/30/2013,1,13.1,780.9,,0,3502,,0,186874,1,,,,,,,,,,,,
12/31/2013,2.1,11.4,783,,0,3502,,0,186874,2.1,,,,,,,,,,,,
1/1/2014,3.5,13.1,3.5,0,0,0,0,0,0,,,Goals:,Run,Exercise,,,,,,,,
1/2/2014,1,13.1,4.5,,0,0,,0,0,,,,1000 miles,360 days,,,,,,,,
1/3/2014,1,10.6,5.5,,0,0,,0,0,,,,,,,,,,,,,
1/4/2014,2.8,12.4,8.3,,0,0,,0,0,,,,,,,,,,,,,
1/5/2014,1.4,12.8,9.7,,0,0,,0,0,,,,,,,,,,,,,
1/6/2014,1.7,13.5,11.4,,0,0,,0,0,,,,,,,,,,,,,
1/7/2014,1.4,12.8,12.8,,0,0,,0,0,,,,,,,,,,,,,
1/8/2014,1,10.3,13.8,,0,0,,0,0,,,,,,,,,,,,,
1/9/2014,2.1,11.4,15.9,,0,0,,0,0,,,,,,,,,,,,,
1/10/2014,1,11.4,16.9,,0,0,,0,0,,,,,,,,,,,,,
1/11/2014,1,9.6,17.9,,0,0,,0,0,,,,,,,,,,,,,
1/12/2014,3.5,11.7,21.4,,0,0,,0,0,,,,,,,,,,,,,
1/13/2014,2.1,12.1,23.5,,0,0,,0,0,,,,,,,,,,,,,
1/14/2014,1,11.7,24.5,6,6,6,,0,0,,,,,,,,,,,,,
1/15/2014,2.1,12.8,26.6,,6,6,,0,0,,,,,,,,,,,,,
1/16/2014,1.5,12.2,28.1,,6,6,,0,0,,,,,,,,,,,,,
1/17/2014,1.3,12.5,29.4,,6,6,,0,0,,,,,,,,,,,,,
1/18/2014,2.1,13.6,31.5,,6,6,,0,0,,"exercise class, hurt back",,,,,,,,,,,
1/19/2014,1,11.1,32.5,,6,6,,0,0,,50 day straight,,,,,,,,,,,
1/20/2014,,9,32.5,,6,6,,0,0,,OFF! I hurt my back,,,,,,,,,,,
1/21/2014,1,9,33.5,,0,6,,0,0,,,,,,,,,,,,,
1/22/2014,1,7.9,34.5,,0,6,,0,0,,,,,,,,,,,,,
1/23/2014,1.4,7.8,35.9,,0,6,,0,0,,,,,,,,,,,,,
1/24/2014,,6.5,35.9,,0,6,,0,0,,,,,,,,,,,,,
1/25/2014,3.1,7.5,39,,0,6,,0,0,,,,,,,,,,,,,
1/26/2014,1,7.5,40,,0,6,,0,0,,,,,,,,,,,,,
1/27/2014,3.1,10.6,43.1,,0,6,,0,0,,,,,,,,,,,,,
1/28/2014,,9.6,43.1,,0,6,,0,0,,,,,,,,,,,,,
1/29/2014,1,9.6,44.1,,0,6,,0,0,,,,,,,,,,,,,
1/30/2014,,8.2,44.1,,0,6,,0,0,,,,,,,,,,,,,
1/31/2014,5.1,13.3,49.2,,0,6,,0,0,,,,,,,,,,,,,
2/1/2014,,10.2,49.2,,0,6,,0,0,,,,,,,,,,,,,
2/2/2014,2.7,11.9,51.9,,0,6,,0,0,,,,,,,,,,,,,
2/3/2014,3.2,12,55.1,,0,6,,0,0,,,,,,,,,,,,,
2/4/2014,,12,55.1,,0,6,,0,0,,,,,,,,,,,,,
2/5/2014,3.1,14.1,58.2,,0,6,,0,0,,,,,,,,,,,,,
2/6/2014,,14.1,58.2,,0,6,,0,0,,,,,,,,,,,,,
2/7/2014,3,12,61.2,,0,6,,0,0,,,,,,,,,,,,,
2/8/2014,2,14,63.2,,0,6,,0,0,,,,,,,,,,,,,
2/9/2014,,11.3,63.2,,0,6,,0,0,,,,,,,,,,,,,
2/10/2014,,8.1,63.2,,0,6,,0,0,,,,,,,,,,,,,
2/11/2014,,8.1,63.2,,0,6,,0,0,,,,,,,,,,,,,
2/12/2014,,5,63.2,,0,6,,0,0,,New York City,,,,,,,,,,,
2/13/2014,,5,63.2,,0,6,,0,0,,New York City,,,,,,,,,,,
2/14/2014,,2,63.2,,0,6,,0,0,,New York City,,,,,,,,,,,
2/15/2014,,0,63.2,,0,6,,0,0,,New York City,,,,,,,,,,,
2/16/2014,,0,63.2,,0,6,,0,0,,New York City,,,,,,,,,,,
2/17/2014,5,5,68.2,,0,6,,0,0,,New York City,,,,,,,,,,,
2/18/2014,1,6,69.2,,0,6,,0,0,,,,,,,,,,,,,
2/19/2014,2.7,8.7,71.9,,0,6,,0,0,,,,,,,,,,,,,
2/20/2014,,8.7,71.9,,0,6,,0,0,,,,,,,,,,,,,
2/21/2014,,8.7,71.9,,0,6,,0,0,,,,,,,,,,,,,
2/22/2014,2,10.7,73.9,,0,6,,0,0,,,,,,,,,,,,,
2/23/2014,,10.7,73.9,,0,6,,0,0,,,,,,,,,,,,,
2/24/2014,,5.7,73.9,,0,6,,0,0,,,,,,,,,,,,,
2/25/2014,4.3,9,78.2,,0,6,,0,0,,,,,,,,,,,,,
2/26/2014,,6.3,78.2,,0,6,,0,0,,,,,,,,,,,,,
2/27/2014,,6.3,78.2,,0,6,,0,0,,,,,,,,,,,,,
2/28/2014,,6.3,78.2,17,17,23,,0,0,,,,,,,,,,,,,
3/1/2014,1,5.3,79.2,,17,23,,0,0,,,,,,,,,,,,,
3/2/2014,,5.3,79.2,,17,23,,0,0,,,,,,,,,,,,,
3/3/2014,3.5,8.8,82.7,,17,23,,0,0,,,,,,,,,,,,,
3/4/2014,,4.5,82.7,,17,23,,0,0,,,,,,,,,,,,,
3/5/2014,,4.5,82.7,,17,23,,0,0,,,,,,,,,,,,,
3/6/2014,,4.5,82.7,,17,23,,0,0,,,,,,,,,,,,,
3/7/2014,,4.5,82.7,,0,23,,0,0,,,,,,,,,,,,,
3/8/2014,1,4.5,83.7,,0,23,,0,0,,,,,,,,,,,,,
3/9/2014,,4.5,83.7,,0,23,,0,0,,,,,,,,,,,,,
3/10/2014,5,6,88.7,,0,23,,0,0,,,,,,,,,,,,,
3/11/2014,,6,88.7,,0,23,,0,0,,,,,,,,,,,,,
3/12/2014,2,8,90.7,6,6,29,,0,0,,,,,,,,,,,,,
3/13/2014,,8,90.7,,6,29,,0,0,,,,,,,,,,,,,
3/14/2014,,8,90.7,,6,29,,0,0,,,,,,,,,,,,,
3/15/2014,,7,90.7,,6,29,,0,0,,,,,,,,,,,,,
3/16/2014,2,9,92.7,,6,29,,0,0,,,,,,,,,,,,,
3/17/2014,3,7,95.7,15,21,44,,0,0,,NEW SHOES,,,,,,,,,,,
3/18/2014,2.1,9.1,97.8,,21,44,1200,1200,1200,,,,,,,,,,,,,
3/19/2014,,7.1,97.8,15,30,59,1500,2700,2700,,,,,,,,,,,,,
3/20/2014,4,11.1,101.8,,30,59,,2700,2700,,run up to monticello,,,,,,,,,,,
3/21/2014,,11.1,101.8,15,45,74,,2700,2700,,,,,,,,,,,,,
3/22/2014,4,15.1,105.8,,45,74,,2700,2700,,,,,,,,,,,,,
3/23/2014,,13.1,105.8,8,53,82,,2700,2700,,,,,,,,,,,,,
3/24/2014,5,15.1,110.8,,38,82,1500,4200,4200,,,,,,,,,,,,,
3/25/2014,,13,110.8,8,46,90,,3000,4200,,,,,,,,,,,,,
3/26/2014,,13,110.8,,31,90,2000,3500,6200,,,,,,,,,,,,,
3/27/2014,,9,110.8,16,47,106,,3500,6200,,,,,,,,,,,,,
3/28/2014,3.5,12.5,114.3,,32,106,2000,5500,8200,,,,,,,,,,,,,
3/29/2014,,8.5,114.3,28,60,134,,5500,8200,,,,,,,,,,,,,
